year,week,province,disease,cases
2018,52,74,ihd,23
2020,39,13,asthma,20
2019,27,13,ihd,34
2019,44,10,ihd,60
2018,1,11,copd,137
2018,20,11,asthma,43
2020,22,10,ihd,149
2020,40,11,copd,87
2020,5,13,ihd,23
2019,37,12,ihd,59
2022,28,74,ihd,12
2018,11,10,copd,154
2021,11,73,asthma,7
2020,36,74,asthma,6
2020,27,73,copd,109
2019,47,11,ihd,51
2018,30,10,asthma,9
2018,4,12,copd,172
2022,38,73,ihd,26
2018,13,13,asthma,47
2019,40,13,ihd,6
2020,46,73,asthma,38
2022,6,10,asthma,44
2020,2,74,ihd,10
2018,1,73,copd,195
2020,30,74,copd,132
2021,22,10,copd,259
2021,31,11,asthma,24
2022,48,12,ihd,17
2021,5,13,copd,181
2018,10,74,asthma,5
2020,12,73,ihd,41
2018,20,73,asthma,7
2020,40,73,copd,127
2021,15,12,copd,95
2020,49,74,asthma,1
2021,24,13,asthma,30
2021,41,10,asthma,18
2022,9,11,asthma,13
2019,37,74,ihd,8
2021,25,11,copd,171
2021,34,12,asthma,52
2019,47,73,ihd,58
2019,5,11,asthma,18
2021,7,10,ihd,159
2022,51,13,ihd,29
2018,4,74,copd,173
2020,40,13,copd,67
2020,32,11,ihd,39
2019,15,10,asthma,32
2021,35,10,copd,74
2020,50,12,copd,54
2020,42,10,ihd,175
2020,25,13,ihd,38
2018,14,13,copd,144
2018,40,11,asthma,77
2019,8,12,asthma,15
2021,31,73,asthma,6
2018,31,10,copd,91
2022,48,74,ihd,5
2018,6,11,ihd,54
2020,53,13,copd,74
2018,50,10,asthma,33
2021,15,74,copd,55
2019,9,10,copd,693
2018,33,13,asthma,54
2018,24,12,copd,205
2019,18,11,asthma,28
2020,35,12,ihd,79
2022,9,73,asthma,36
2018,34,11,copd,37
2022,9,13,asthma,16
2018,43,12,asthma,17
2019,5,73,asthma,21
2021,25,73,copd,108
2018,16,10,ihd,29
2021,34,74,asthma,2
2022,26,10,asthma,14
2020,32,73,ihd,49
2022,19,12,asthma,35
2020,50,74,copd,81
2018,9,12,ihd,19
2022,10,11,copd,218
2018,44,10,copd,469
2021,17,11,ihd,5
2022,20,10,copd,493
2021,35,12,copd,18
2018,40,73,asthma,22
2021,44,13,asthma,14
2022,29,11,asthma,35
2019,8,74,asthma,5
2022,3,13,copd,194
2021,45,11,copd,192
2019,18,73,asthma,65
2018,6,73,ihd,125
2022,22,13,asthma,6
2018,24,74,copd,130
2021,10,13,ihd,36
2022,39,10,asthma,39
2022,13,12,copd,123
2020,35,74,ihd,17
2021,27,10,ihd,112
2022,5,10,ihd,22
2018,43,74,asthma,5
2021,38,13,copd,41
2018,34,73,copd,138
2021,20,12,ihd,74
2019,18,13,asthma,16
2019,9,12,copd,54
2020,3,11,asthma,85
2020,45,13,ihd,37
2022,10,73,copd,193
2021,30,11,ihd,39
2019,28,12,asthma,15
2019,1,10,ihd,141
2022,19,74,asthma,6
2021,48,12,copd,89
2019,19,11,copd,175
2018,9,74,ihd,15
2020,13,10,asthma,45
2019,12,13,copd,239
2019,29,10,copd,447
2019,38,11,asthma,68
2021,17,73,ihd,4
2021,35,74,copd,42
2022,29,73,asthma,42
2018,44,12,copd,160
2019,48,10,asthma,40
2019,4,11,ihd,46
2022,13,74,copd,67
2018,36,10,ihd,17
2018,19,13,ihd,22
2019,22,12,copd,288
2021,45,73,copd,182
2019,31,13,asthma,9
2021,20,74,ihd,15
2022,39,12,asthma,2
2018,47,13,copd,234
2020,3,73,asthma,31
2019,9,74,copd,53
2018,29,12,ihd,52
2019,19,73,copd,132
2019,28,74,asthma,15
2022,40,10,copd,553
2021,30,73,ihd,11
2022,5,12,ihd,45
2022,49,11,asthma,12
2022,23,13,copd,159
2021,48,74,copd,44
2021,30,13,ihd,3
2018,44,74,copd,59
2022,42,13,asthma,113
2018,26,73,ihd,7
2022,33,12,copd,209
2022,15,11,ihd,35
2019,38,73,asthma,9
2020,14,10,copd,380
2020,23,11,asthma,26
2022,8,13,ihd,42
2022,52,12,asthma,7
2021,40,12,ihd,91
2019,4,73,ihd,143
2022,43,11,copd,253
2019,22,74,copd,143
2022,25,10,ihd,189
2020,33,10,asthma,26
2021,50,11,ihd,77
2019,1,13,asthma,7
2022,39,74,asthma,3
2020,16,13,asthma,32
2020,7,12,copd,236
2018,29,74,ihd,16
2020,17,11,copd,208
2022,5,74,ihd,15
2022,49,73,asthma,2
2019,14,12,ihd,71
2021,43,13,ihd,52
2019,49,10,copd,495
2019,32,13,copd,168
2020,26,12,asthma,34
2020,36,11,asthma,16
2022,33,74,copd,126
2019,42,12,copd,187
2018,7,10,asthma,6
2020,27,10,copd,181
2022,15,73,ihd,12
2019,51,13,asthma,62
2019,24,11,ihd,61
2018,49,12,ihd,72
2019,17,13,ihd,43
2021,40,74,ihd,20
2022,43,73,copd,149
2022,52,74,asthma,3
2020,23,73,asthma,22
2019,52,11,copd,225
2019,34,10,ihd,172
2020,7,74,copd,111
2021,50,73,ihd,58
2021,18,10,asthma,21
2020,26,74,asthma,4
2022,35,11,ihd,40
2019,14,74,ihd,15
2018,52,13,ihd,26
2021,1,13,asthma,56
2020,17,73,copd,209
2019,24,73,ihd,117
2020,36,73,asthma,4
2022,45,10,ihd,160
2021,2,11,copd,210
2022,28,13,ihd,27
2019,42,74,copd,84
2021,11,12,asthma,58
2021,21,11,asthma,21
2022,38,12,ihd,85
2019,52,73,copd,295
2020,27,12,copd,121
2021,12,10,copd,438
2020,9,11,ihd,4
2018,49,74,ihd,19
2020,36,13,asthma,17
2020,46,12,asthma,5
2020,19,10,ihd,105
2020,2,13,ihd,33
2022,48,11,ihd,42
2020,37,11,copd,268
2020,30,13,copd,193
2018,10,13,asthma,45
2018,1,12,copd,107
2019,44,11,ihd,8
2022,35,73,ihd,13
2018,27,10,asthma,8
2020,47,10,copd,409
2020,12,12,ihd,86
2019,37,13,ihd,41
2018,20,12,asthma,12
2019,5,10,asthma,73
2020,22,11,ihd,41
2021,11,74,asthma,5
2020,40,12,copd,143
2021,2,73,copd,200
2020,49,13,asthma,6
2018,11,11,copd,201
2018,4,13,copd,183
2018,21,10,copd,157
2018,30,11,asthma,65
2019,47,12,ihd,66
2022,38,74,ihd,10
2020,9,73,ihd,2
2021,21,73,asthma,13
2020,27,74,copd,74
2022,48,73,ihd,16
2022,6,11,asthma,43
2020,37,73,copd,174
2020,46,74,asthma,2
2021,22,11,copd,142
2019,44,73,ihd,17
2022,48,13,ihd,16
2021,31,12,asthma,39
2018,1,74,copd,85
2022,16,10,asthma,37
2020,12,74,ihd,16
2021,41,11,asthma,13
2021,32,10,copd,218
2018,20,74,asthma,5
2020,40,74,copd,66
2018,11,73,copd,159
2021,15,13,copd,51
2020,22,73,ihd,42
2022,9,12,asthma,6
2021,7,11,ihd,73
2021,34,13,asthma,24
2021,51,10,asthma,36
2019,47,74,ihd,13
2019,5,12,asthma,9
2021,25,12,copd,191
2018,30,73,asthma,93
2020,32,12,ihd,74
2019,6,10,copd,784
2021,17,10,ihd,114
2019,15,11,asthma,17
2020,50,13,copd,102
2021,35,11,copd,41
2022,6,73,asthma,57
2020,42,11,ihd,43
2018,31,11,copd,17
2018,40,12,asthma,15
2019,25,10,asthma,53
2021,22,73,copd,70
2019,8,13,asthma,46
2021,31,74,asthma,8
2021,41,73,asthma,37
2020,52,10,ihd,138
2020,35,13,ihd,33
2019,9,11,copd,190
2018,50,11,asthma,56
2019,18,12,asthma,5
2018,6,12,ihd,53
2018,24,13,copd,191
2018,41,10,copd,734
2021,25,74,copd,81
2019,5,74,asthma,4
2021,7,73,ihd,36
2018,43,13,asthma,40
2022,17,10,copd,21
2018,34,12,copd,172
2018,16,11,ihd,35
2022,26,11,asthma,5
2019,15,73,asthma,37
2022,36,10,asthma,39
2018,26,10,ihd,21
2022,10,12,copd,201
2021,35,73,copd,58
2018,9,13,ihd,13
2022,19,13,asthma,27
2020,32,74,ihd,10
2018,44,11,copd,155
2022,29,12,asthma,44
2020,42,73,ihd,28
2022,2,10,ihd,248
2021,35,13,copd,38
2018,40,74,asthma,8
2021,17,12,ihd,4
2018,31,73,copd,88
2022,20,11,copd,199
2021,27,11,ihd,51
2020,10,10,asthma,46
2018,6,74,ihd,10
2022,30,10,copd,414
2018,50,73,asthma,24
2021,45,12,copd,220
2022,39,11,asthma,52
2019,9,73,copd,227
2022,13,13,copd,125
2019,18,74,asthma,5
2021,20,13,ihd,42
2022,5,11,ihd,3
2020,3,12,asthma,21
2018,16,73,ihd,39
2022,52,10,ihd,20
2019,9,13,copd,70
2018,34,74,copd,122
2022,26,73,asthma,6
2021,37,10,ihd,26
2019,35,11,asthma,1
2021,48,13,copd,62
2018,44,73,copd,98
2020,13,11,asthma,52
2019,45,10,asthma,36
2021,30,12,ihd,31
2022,10,74,copd,100
2019,28,13,asthma,51
2020,4,10,copd,654
2019,1,11,ihd,41
2019,19,12,copd,185
2019,38,12,asthma,28
2018,26,12,ihd,5
2019,11,10,ihd,147
2022,29,74,asthma,8
2019,29,11,copd,155
2018,44,13,copd,74
2022,20,73,copd,123
2022,39,73,asthma,9
2019,4,12,ihd,68
2019,39,10,copd,580
2021,27,73,ihd,21
2019,22,13,copd,312
2021,45,74,copd,121
2019,48,11,asthma,66
2022,39,13,asthma,4
2018,46,10,ihd,164
2020,3,74,asthma,6
2018,29,13,ihd,28
2019,35,73,asthma,1
2019,19,74,copd,112
2022,5,13,ihd,36
2022,22,10,ihd,99
2019,1,73,ihd,23
2021,30,74,ihd,6
2020,13,73,asthma,53
2022,40,11,copd,182
2022,49,12,asthma,8
2022,33,13,copd,205
2022,15,12,ihd,37
2022,50,10,copd,101
2019,29,73,copd,188
2019,38,74,asthma,6
2022,25,11,ihd,78
2021,8,10,asthma,25
2021,40,13,ihd,42
2019,48,73,asthma,43
2018,36,73,ihd,4
2019,4,74,ihd,8
2022,43,12,copd,174
2020,23,12,asthma,28
2020,14,11,copd,115
2022,52,13,asthma,13
2020,33,11,asthma,43
2021,50,12,ihd,57
2020,7,13,copd,194
2022,35,10,ihd,105
2020,24,10,copd,567
2022,40,73,copd,197
2019,31,10,ihd,73
2020,17,12,copd,252
2019,49,11,copd,197
2022,49,74,asthma,5
2020,43,10,asthma,29
2020,26,13,asthma,25
2019,14,13,ihd,29
2019,24,12,ihd,72
2020,36,12,asthma,16
2019,42,13,copd,170
2020,9,10,ihd,131
2022,15,74,ihd,3
2018,7,11,asthma,66
2020,27,11,copd,80
2018,17,10,asthma,7
2019,52,12,copd,223
2018,49,13,ihd,31
2020,14,73,copd,167
2022,43,74,copd,94
2022,25,73,ihd,34
2020,23,74,asthma,13
2019,34,11,ihd,57
2019,44,10,ihd,92
2021,50,74,ihd,12
2020,33,73,asthma,39
2019,49,73,copd,179
2021,18,11,asthma,31
2022,35,12,ihd,29
2021,9,10,copd,476
2020,17,74,copd,115
2021,11,13,asthma,10
2018,7,73,asthma,55
2020,27,73,copd,84
2021,28,10,asthma,27
2022,45,11,ihd,72
2021,2,12,copd,165
2019,24,74,ihd,19
2020,9,12,ihd,2
2020,27,13,copd,93
2019,34,73,ihd,39
2021,12,11,copd,208
2022,38,13,ihd,31
2020,44,10,copd,30
2019,52,74,copd,138
2021,21,12,asthma,31
2020,19,11,ihd,31
2020,37,12,copd,216
2020,46,13,asthma,40
2019,2,10,asthma,72
2022,48,12,ihd,51
2021,22,10,copd,60
2020,47,11,copd,171
2019,44,12,ihd,12
2022,35,74,ihd,3
2021,18,73,asthma,9
2020,29,10,ihd,136
2018,27,11,asthma,62
2018,18,10,copd,99
2018,1,13,copd,117
2020,12,13,ihd,46
2018,20,13,asthma,37
2018,11,12,copd,157
2021,2,74,copd,119
2020,22,12,ihd,53
2022,45,73,ihd,21
2019,5,11,asthma,73
2020,40,13,copd,77
2018,21,11,copd,215
2018,3,10,ihd,50
2021,21,74,asthma,5
2022,13,10,asthma,6
2018,30,12,asthma,16
2019,47,13,ihd,32
2021,12,73,copd,128
2020,37,74,copd,101
2018,31,10,copd,34
2020,19,73,ihd,35
2022,6,12,asthma,32
2022,48,74,ihd,5
2019,44,74,ihd,1
2022,7,10,copd,472
2021,48,10,asthma,28
2021,31,13,asthma,23
2021,22,12,copd,136
2020,47,73,copd,154
2018,27,73,asthma,80
2022,16,11,asthma,38
2021,14,10,ihd,143
2021,32,11,copd,125
2022,9,13,asthma,7
2022,26,10,asthma,30
2021,41,12,asthma,40
2020,22,74,ihd,11
2019,5,73,asthma,60
2018,11,74,copd,140
2021,7,12,ihd,71
2021,51,11,asthma,31
2018,30,74,asthma,69
2021,42,10,copd,435
2021,25,13,copd,199
2018,21,73,copd,182
2019,22,10,asthma,1
2019,5,13,asthma,12
2020,49,10,ihd,147
2020,32,13,ihd,39
2021,35,12,copd,71
2019,6,11,copd,247
2022,6,74,asthma,10
2021,17,11,ihd,49
2019,15,12,asthma,9
2018,1,10,copd,26
2018,31,12,copd,100
2020,42,12,ihd,28
2022,16,73,asthma,43
2021,22,74,copd,76
2019,25,11,asthma,68
2019,16,10,copd,543
2018,40,13,asthma,34
2018,13,11,ihd,3
2018,41,11,copd,288
2019,18,13,asthma,5
2018,23,10,ihd,35
2020,52,11,ihd,59
2021,32,73,copd,120
2021,41,74,asthma,2
2018,6,13,ihd,23
2019,35,10,asthma,43
2018,50,12,asthma,21
2019,9,12,copd,212
2018,16,12,ihd,52
2022,26,12,asthma,6
2021,7,74,ihd,15
2018,34,13,copd,188
2021,51,73,asthma,53
2022,17,11,copd,7
2018,51,10,copd,630
2018,26,11,ihd,21
2021,35,74,copd,36
2022,27,10,copd,555
2019,6,73,copd,259
2022,10,13,copd,130
2022,36,11,asthma,32
2018,44,12,copd,181
2021,17,73,ihd,21
2019,15,74,asthma,1
2018,31,74,copd,92
2022,29,13,asthma,28
2021,17,13,ihd,2
2019,25,73,asthma,76
2020,42,74,ihd,10
2022,20,12,copd,132
2022,2,11,ihd,78
2022,46,10,asthma,28
2018,13,73,ihd,3
2022,39,12,asthma,26
2018,41,73,copd,166
2019,9,74,copd,78
2022,12,10,ihd,193
2021,27,12,ihd,74
2020,52,73,ihd,38
2022,30,11,copd,207
2020,1,10,copd,272
2020,10,11,asthma,60
2021,45,13,copd,166
2022,17,73,copd,9
2021,37,11,ihd,6
2022,26,74,asthma,2
2022,52,11,ihd,6
2022,5,12,ihd,11
2020,3,13,asthma,50
2018,16,74,ihd,11
2019,35,12,asthma,1
2020,20,10,asthma,24
2020,13,12,asthma,26
2019,36,10,copd,564
2018,26,73,ihd,142
2020,4,11,copd,217
2019,19,13,copd,179
2021,30,13,ihd,19
2019,1,12,ihd,40
2019,45,11,asthma,57
2021,47,10,ihd,198
2018,44,74,copd,92
2022,36,73,asthma,8
2022,20,74,copd,109
2020,14,10,copd,233
2018,26,13,ihd,1
2019,29,12,copd,176
2019,11,11,ihd,56
2019,38,13,asthma,58
2022,2,73,ihd,26
2022,30,73,copd,119
2022,39,74,asthma,15
2018,36,12,ihd,8
2021,27,74,ihd,8
2019,48,12,asthma,25
2019,39,11,copd,201
2019,21,10,ihd,120
2020,10,73,asthma,36
2019,4,13,ihd,27
2021,37,73,ihd,6
2018,46,11,ihd,32
2022,52,73,ihd,4
2022,5,74,ihd,2
2022,22,11,ihd,36
2020,13,74,asthma,9
2021,5,10,asthma,31
2019,1,74,ihd,8
2022,49,13,asthma,22
2020,4,73,copd,229
2022,40,12,copd,212
2019,45,73,asthma,43
2022,32,10,ihd,161
2022,15,13,ihd,19
2022,50,11,copd,18
2019,29,74,copd,98
2019,11,73,ihd,151
2022,25,12,ihd,83
2022,43,13,copd,174
2020,23,13,asthma,31
2020,14,12,copd,149
2018,36,74,ihd,12
2019,48,74,asthma,10
2021,8,11,asthma,53
2019,39,73,copd,172
2020,40,10,asthma,18
2018,46,73,ihd,177
2020,6,10,ihd,118
2020,24,11,copd,208
2020,33,12,asthma,27
2021,50,13,ihd,50
2022,35,11,ihd,43
2019,31,11,ihd,20
2020,34,10,copd,716
2019,49,12,copd,190
2022,40,74,copd,101
2020,43,11,asthma,57
2020,17,13,copd,188
2018,14,10,asthma,2
2022,22,73,ihd,13
2022,50,73,copd,28
2020,9,11,ihd,43
2020,27,12,copd,122
2019,41,10,ihd,143
2020,36,13,asthma,9
2018,7,12,asthma,12
2019,24,13,ihd,15
2020,53,10,asthma,13
2018,8,10,copd,192
2019,52,13,copd,261
2021,8,73,asthma,4
2019,34,12,ihd,49
2020,14,74,copd,71
2022,25,74,ihd,17
2018,17,11,asthma,60
2020,33,74,asthma,48
2019,44,11,ihd,39
2020,24,73,copd,192
2022,35,73,ihd,8
2021,18,12,asthma,25
2022,35,13,ihd,14
2019,49,74,copd,104
2020,43,73,asthma,41
2022,3,10,asthma,44
2021,9,11,copd,201
2019,31,73,ihd,25
2022,45,12,ihd,82
2018,7,74,asthma,6
2020,9,73,ihd,36
2021,19,10,copd,355
2021,2,13,copd,200
2021,28,11,asthma,23
2020,27,74,copd,34
2021,38,10,asthma,1
2018,17,73,asthma,7
2020,44,11,copd,6
2021,12,12,copd,174
2019,34,74,ihd,13
2020,9,13,ihd,2
2021,21,13,asthma,13
2021,22,11,copd,47
2019,2,11,asthma,77
2021,4,10,ihd,146
2020,19,12,ihd,41
2020,37,13,copd,150
2022,48,13,ihd,18
2019,44,73,ihd,36
2019,44,13,ihd,10
2019,12,10,asthma,42
2020,47,12,copd,50
2021,18,74,asthma,6
2021,9,73,copd,170
2018,18,11,copd,166
2020,29,11,ihd,52
2018,27,12,asthma,10
2018,28,10,copd,154
2020,22,13,ihd,31
2022,45,74,ihd,9
2019,5,12,asthma,16
2018,11,13,copd,186
2018,37,11,asthma,1
2020,39,10,ihd,154
2021,28,73,asthma,6
2018,21,12,copd,138
2018,3,11,ihd,38
2021,12,74,copd,115
2018,30,13,asthma,43
2020,44,73,copd,7
2022,13,11,asthma,1
2018,47,10,asthma,61
2018,13,10,ihd,35
2022,6,13,asthma,20
2018,31,11,copd,43
2021,22,73,copd,40
2020,19,74,ihd,7
2019,2,73,asthma,108
2022,23,10,asthma,43
2021,48,11,asthma,17
2022,7,11,copd,165
2020,29,73,ihd,42
2020,47,74,copd,98
2021,22,13,copd,109
2022,16,12,asthma,32
2021,39,10,copd,119
2018,27,74,asthma,42
2018,18,73,copd,119
2021,32,12,copd,175
2022,17,10,copd,565
2019,5,74,asthma,9
2018,37,73,asthma,4
2021,14,11,ihd,52
2021,41,13,asthma,28
2022,26,11,asthma,38
2021,51,12,asthma,35
2019,22,11,asthma,3
2018,3,73,ihd,191
2022,13,73,asthma,1
2021,42,11,copd,152
2021,7,13,ihd,37
2018,21,74,copd,141
2021,24,10,ihd,140
2021,52,10,copd,420
2020,49,11,ihd,49
2019,6,12,copd,301
2018,31,73,copd,43
2021,35,13,copd,62
2021,17,12,ihd,75
2019,32,10,asthma,35
2019,15,13,asthma,21
2022,16,74,asthma,12
2019,25,12,asthma,30
2018,31,13,copd,135
2021,48,73,asthma,7
2022,7,73,copd,173
2018,1,11,copd,10
2019,16,11,copd,161
2020,42,13,ihd,40
2018,48,10,copd,46
2021,14,73,ihd,31
2019,35,11,asthma,45
2018,41,12,copd,299
2018,23,11,ihd,37
2022,26,73,asthma,34
2021,32,74,copd,71
2019,9,13,copd,121
2018,50,13,asthma,56
2019,26,10,copd,675
2020,52,12,ihd,13
2018,33,10,ihd,25
2019,22,73,asthma,2
2018,16,13,ihd,24
2022,26,13,asthma,4
2021,42,73,copd,124
2022,17,12,copd,8
2021,51,74,asthma,8
2018,51,11,copd,231
2018,44,13,copd,141
2018,26,12,ihd,29
2020,49,73,ihd,24
2022,36,12,asthma,41
2019,6,74,copd,128
2021,17,74,ihd,7
2022,9,10,ihd,146
2022,27,11,copd,219
2022,20,13,copd,191
2022,46,11,asthma,28
2023,52,10,copd,1
2018,1,73,copd,9
2022,2,12,ihd,84
2019,25,74,asthma,107
2022,37,10,copd,577
2019,16,73,copd,197
2020,10,12,asthma,66
2021,44,10,ihd,223
2022,30,12,copd,138
2022,39,13,asthma,20
2018,23,73,ihd,258
2019,35,73,asthma,12
2018,41,74,copd,150
2020,1,11,copd,96
2022,12,11,ihd,53
2021,27,13,ihd,46
2020,52,74,ihd,13
2019,35,13,asthma,2
2022,22,10,ihd,70
2022,5,13,ihd,12
2022,52,12,ihd,4
2018,51,73,copd,293
2020,11,10,copd,678
2022,17,74,copd,4
2020,20,11,asthma,49
2021,37,12,ihd,8
2022,27,73,copd,187
2019,36,11,copd,188
2020,13,13,asthma,29
2020,30,10,asthma,33
2019,18,10,ihd,89
2019,1,13,ihd,18
2018,26,74,ihd,14
2021,47,11,ihd,69
2022,36,74,asthma,11
2019,45,12,asthma,15
2020,4,12,copd,214
2022,46,73,asthma,10
2020,14,11,copd,83
2019,29,13,copd,115
2019,46,10,copd,634
2022,2,74,ihd,16
2019,11,12,ihd,66
2019,48,13,asthma,35
2020,1,73,copd,106
2019,39,12,copd,226
2022,30,74,copd,83
2019,21,11,ihd,40
2020,10,74,asthma,9
2018,36,13,ihd,6
2022,12,73,ihd,35
2018,4,10,asthma,10
2021,37,74,ihd,2
2022,52,74,ihd,1
2018,46,12,ihd,80
2020,20,73,asthma,21
2019,31,10,ihd,66
2022,22,12,ihd,34
2021,47,73,ihd,38
2019,36,73,copd,215
2021,5,11,asthma,33
2022,40,13,copd,168
2020,4,74,copd,90
2019,45,74,asthma,5
2022,50,12,copd,49
2022,32,11,ihd,62
2021,15,10,asthma,6
2020,14,73,copd,100
2019,11,74,ihd,13
2021,8,12,asthma,40
2019,21,73,ihd,65
2022,25,13,ihd,32
2020,14,13,copd,118
2020,31,10,copd,52
2019,39,74,copd,122
2020,40,11,asthma,18
2022,42,10,ihd,197
2020,33,13,asthma,17
2020,50,10,asthma,14
2020,6,11,ihd,61
2018,46,74,ihd,5
2020,24,12,copd,234
2022,35,12,ihd,43
2020,16,10,ihd,111
2021,5,73,asthma,22
2019,31,12,ihd,17
2018,14,11,asthma,45
2019,49,13,copd,175
2019,1,10,ihd,13
2022,22,74,ihd,7
2020,34,11,copd,215
2018,5,10,copd,52
2020,43,12,asthma,3
2020,9,12,ihd,53
2018,24,10,asthma,7
2020,44,10,copd,592
2022,50,74,copd,75
2020,27,13,copd,53
2019,41,11,ihd,50
2020,53,11,asthma,39
2022,32,73,ihd,26
2018,7,13,asthma,35
2018,17,12,asthma,8
2021,8,74,asthma,5
2019,51,10,ihd,209
2018,8,11,copd,214
2019,34,13,ihd,36
2020,40,73,asthma,9
2020,24,74,copd,124
2018,18,10,copd,26
2022,35,74,ihd,3
2019,44,12,ihd,49
2020,6,73,ihd,54
2022,3,11,asthma,59
2021,9,12,copd,211
2018,14,73,asthma,21
2020,34,73,copd,184
2021,35,10,asthma,4
2019,31,74,ihd,2
2021,18,13,asthma,24
2020,43,74,asthma,9
2021,1,10,ihd,147
2022,13,10,asthma,32
2022,45,13,ihd,42
2019,41,73,ihd,55
2021,28,12,asthma,37
2020,9,74,ihd,6
2021,19,11,copd,203
2020,53,73,asthma,25
2021,38,11,asthma,1
2018,8,73,copd,256
2021,12,13,copd,175
2020,44,12,copd,2
2018,17,74,asthma,5
2021,29,10,copd,410
2019,9,10,asthma,21
2020,36,10,ihd,114
2019,2,12,asthma,24
2020,19,13,ihd,18
2019,44,74,ihd,7
2021,48,10,asthma,9
2021,4,11,ihd,74
2021,22,12,copd,48
2018,18,12,copd,120
2022,3,73,asthma,42
2019,12,11,asthma,66
2020,47,13,copd,124
2018,27,13,asthma,41
2020,29,12,ihd,70
2021,9,74,copd,122
2018,44,10,asthma,29
2019,3,10,copd,802
2019,5,13,asthma,44
2018,37,12,asthma,1
2018,28,11,copd,223
2018,10,10,ihd,43
2019,22,10,asthma,27
2021,19,73,copd,95
2020,39,11,ihd,57
2021,28,74,asthma,1
2018,3,12,ihd,42
2021,38,73,asthma,2
2018,47,11,asthma,40
2018,21,13,copd,201
2020,44,74,copd,6
2020,49,10,ihd,38
2022,13,12,asthma,4
2018,31,12,copd,63
2018,13,11,ihd,33
2022,23,11,asthma,47
2019,2,74,asthma,10
2022,14,10,copd,465
2021,22,74,copd,19
2021,4,73,ihd,35
2022,16,13,asthma,16
2019,12,73,asthma,92
2020,29,74,ihd,10
2021,39,11,copd,71
2018,18,74,copd,82
2022,33,10,asthma,56
2021,48,12,asthma,10
2022,7,12,copd,137
2021,32,13,copd,127
2022,17,11,copd,220
2018,28,73,copd,248
2021,14,12,ihd,88
2022,26,12,asthma,22
2021,49,10,copd,369
2020,39,73,ihd,35
2020,7,10,asthma,43
2018,3,74,ihd,15
2021,42,12,copd,105
2019,22,12,asthma,4
2022,13,74,asthma,4
2021,51,13,asthma,20
2018,47,73,asthma,91
2021,24,11,ihd,74
2019,32,11,asthma,63
2018,31,74,copd,37
2020,49,12,ihd,23
2018,13,73,ihd,21
2022,23,73,asthma,38
2021,34,10,ihd,95
2019,6,13,copd,212
2019,23,10,copd,560
2021,52,11,copd,135
2021,17,13,ihd,41
2019,16,12,copd,181
2019,25,13,asthma,75
2021,48,74,asthma,3
2019,42,10,asthma,29
2018,13,13,ihd,1
2022,7,74,copd,102
2018,48,11,copd,20
2021,39,73,copd,43
2018,1,12,copd,11
2019,8,10,ihd,141
2019,26,11,copd,231
2022,26,74,asthma,8
2022,17,73,copd,178
2020,52,13,ihd,56
2019,35,12,asthma,14
2018,41,13,copd,228
2021,14,74,ihd,17
2018,23,12,ihd,38
2018,33,11,ihd,6
2021,42,74,copd,73
2021,24,73,ihd,30
2018,51,12,copd,272
2022,17,13,copd,4
2021,52,73,copd,156
2019,32,73,asthma,112
2022,27,12,copd,169
2022,9,11,ihd,57
2020,49,74,ihd,9
2018,26,13,ihd,25
2022,36,13,asthma,39
2018,43,10,ihd,117
2022,19,10,ihd,180
2023,52,11,copd,1
2019,16,74,copd,120
2018,48,73,copd,23
2018,1,74,copd,4
2022,2,13,ihd,35
2022,46,12,asthma,35
2022,37,11,copd,224
2020,27,10,asthma,34
2020,10,13,asthma,42
2019,26,73,copd,279
2022,30,13,copd,126
2020,1,12,copd,63
2021,44,11,ihd,66
2022,47,10,copd,544
2018,23,74,ihd,6
2019,35,74,asthma,4
2022,12,12,ihd,62
2022,52,13,ihd,3
2022,22,11,ihd,19
2021,37,13,ihd,15
2020,20,12,asthma,41
2018,51,74,copd,151
2020,11,11,copd,227
2018,33,73,ihd,27
2022,27,74,copd,123
2019,18,11,ihd,24
2018,1,10,asthma,6
2019,45,13,asthma,39
2020,30,11,asthma,35
2020,21,10,copd,476
2022,9,73,ihd,24
2021,47,12,ihd,82
2020,4,13,copd,216
2019,36,12,copd,255
2020,40,10,asthma,17
2022,37,73,copd,146
2020,14,12,copd,108
2022,46,74,asthma,7
2019,11,13,ihd,45
2019,28,10,ihd,149
2019,46,11,copd,233
2020,1,74,copd,51
2019,21,12,ihd,66
2021,44,73,ihd,58
2019,39,13,copd,251
2022,12,74,ihd,12
2018,4,11,asthma,73
2019,31,11,ihd,17
2020,20,74,asthma,6
2018,46,13,ihd,39
2022,22,73,ihd,11
2020,11,73,copd,210
2020,30,73,asthma,39
2022,22,13,ihd,17
2019,18,73,ihd,67
2019,36,74,copd,146
2021,47,74,ihd,12
2021,5,12,asthma,43
2022,39,10,ihd,15
2020,14,74,copd,47
2022,32,12,ihd,76
2021,6,10,copd,443
2019,46,73,copd,232
2022,50,13,copd,122
2021,15,11,asthma,18
2020,31,11,copd,10
2021,25,10,asthma,28
2019,21,74,ihd,14
2022,42,11,ihd,99
2018,4,73,asthma,72
2021,8,13,asthma,11
2020,40,12,asthma,2
2022,52,10,ihd,9
2019,31,73,ihd,21
2022,35,13,ihd,22
2020,6,12,ihd,69
2020,41,10,copd,525
2020,24,13,copd,168
